"year","category","winners","nominees"
"2003","Actress in a Supporting Role","Catherine Zeta-Jones - Chicago","Kathy Bates - About Schmidt, Julianne Moore - The Hours, Queen Latifah - Chicago, Meryl Streep - Adaptation"
"2003","Animated Feature Film","Hayao Miyazaki - Spirited Away","Chris Wedge - Ice Age, Chris Sanders - Lilo & Stitch, Jeffrey Katzenberg - Spirit: Stallion of the Cimarron, Ron Clements - Treasure Planet"
"2003","Art Direction","Art Direction: John Myhre; Set Decoration: Gordon Sim - Chicago","Art Direction: Felipe Fernandez del Paso; Set Decoration: Hania Robledo - Frida, Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo - Gangs of New York, Art Direction: Grant Major; Set Decoration: Dan Hennah and Alan Lee - The Lord of the Rings: The Two Towers, Art Direction: Dennis Gassner; Set Decoration: Nancy Haigh - Road to Perdition"
"2003","Cinematography","Conrad L. Hall - Road to Perdition","Dion Beebe - Chicago, Edward Lachman - Far from Heaven, Michael Ballhaus - Gangs of New York, Pawel Edelman - The Pianist"
"2003","Costume Design","Colleen Atwood - Chicago","Julie Weiss - Frida, Sandy Powell - Gangs of New York, Ann Roth - The Hours, Anna Sheppard - The Pianist"
"2003","Directing","Roman Polanski - The Pianist","Rob Marshall - Chicago, Martin Scorsese - Gangs of New York, Stephen Daldry - The Hours, Pedro Almodóvar - Talk to Her"
"2003","Documentary (Feature)","Michael Moore, Michael Donovan - Bowling for Columbine","Gail Dolgin, Vicente Franco - Daughter from Danang, Malcolm Clarke, Stuart Sender - Prisoner of Paradise, Jeffrey Blitz, Sean Welch - Spellbound, Jacques Perrin - Winged Migration"
"2003","Documentary (Short Subject)","Bill Guttentag, Robert David Port - Twin Towers","Alice Elliott - The Collector of Bedford Street, Robert Hudson, Bobby Houston - Mighty Times: The Legacy of Rosa Parks, Roger Weisberg, Murray Nossel - Why Can't We Be a Family Again?"
"2003","Film Editing","Martin Walsh - Chicago","Thelma Schoonmaker - Gangs of New York, Peter Boyle - The Hours, Michael Horton - The Lord of the Rings: The Two Towers, Hervé de Luze - The Pianist"
"2003","Foreign Language Film","Germany - Nowhere in Africa","Mexico - El Crimen del Padre Amaro, People's Republic of China - Hero, Finland - The Man without a Past, The Netherlands - Zus & Zo"
"2003","Makeup","John Jackson, Beatrice De Alba - Frida","John M. Elliott, Jr., Barbara Lorenz - The Time Machine"
"2003","Music (Original Score)","Elliot Goldenthal - Frida","John Williams - Catch Me If You Can, Elmer Bernstein - Far from Heaven, Philip Glass - The Hours, Thomas Newman - Road to Perdition"
"2003","Music (Original Song)","Lose Yourself in ""8 Mile"" Music by Eminem, Jeff Bass and Luis Resto; Lyric by Eminem - 8 Mile","Burn It Blue in ""Frida"" Music by Elliot Goldenthal; Lyric by Julie Taymor - Frida, Father And Daughter in ""The Wild Thornberrys Movie"" Music and Lyric by Paul Simon - The Wild Thornberrys Movie, The Hands That Built America in ""Gangs of New York"" Music and Lyric by Bono, The Edge, Adam Clayton and Larry Mullen - Gangs of New York, I Move On in ""Chicago"" Music by John Kander; Lyric by Fred Ebb - Chicago"
"2003","Best Picture","Martin Richards, Producer - Chicago","Alberto Grimaldi and Harvey Weinstein, Producers - Gangs of New York, Scott Rudin and Robert Fox, Producers - The Hours, Barrie M. Osborne, Fran Walsh and Peter Jackson, Producers - The Lord of the Rings: The Two Towers, Roman Polanski, Robert Benmussa and Alain Sarde, Producers - The Pianist"
"2003","Short Film (Animated)","Eric Armstrong - The ChubbChubbs!","Tomek Baginski - The Cathedral, Chris Stenner, Heidi Wittlinger - Das Rad, Pete Docter, Roger Gould - Mike's New Car, Koji Yamamura - Mt. Head"
"2003","Short Film (Live Action)","Martin Strange-Hansen, Mie Andreasen - This Charming Man (Der Er En Yndig Mand)","Fait D'Hiver - Fait D'Hiver, Philippe Orreindy, Thomas Gaudin - I'll Wait for the Next One... (J'Attendrai Le Suivant...), Steven Pasvolsky, Joe Weatherstone - Inja (Dog), Lexi Alexander, Alexander Buono - Johnny Flynton"
"2003","Sound","Michael Minkler, Dominick Tavella, David Lee - Chicago","Tom Fleischman, Eugene Gearty, Ivan Sharrock - Gangs of New York, Christopher Boyes, Michael Semanick, Michael Hedges, Hammond Peek - The Lord of the Rings: The Two Towers, Scott Millan, Bob Beemer, John Patrick Pritchett - Road to Perdition, Kevin O'Connell, Greg P. Russell, Ed Novick - Spider-Man"
"2003","Sound Editing","Ethan Van der Ryn, Michael Hopkins - The Lord of the Rings: The Two Towers","Richard Hymns, Gary Rydstrom - Minority Report, Scott A. Hecker - Road to Perdition"
"2003","Visual Effects","Jim Rygiel, Joe Letteri, Randall William Cook, Alex Funke - The Lord of the Rings: The Two Towers","John Dykstra, Scott Stokdyk, Anthony LaMolinara, John Frazier - Spider-Man, Rob Coleman, Pablo Helman, John Knoll, Ben Snow - Star Wars Episode II Attack of the Clones"
"2003","Writing (Adapted Screenplay)","Screenplay by Ronald Harwood - The Pianist","Screenplay by Peter Hedges, Chris Weitz, & Paul Weitz - About a Boy, Screenplay by Charlie Kaufman and Donald Kaufman - Adaptation, Screenplay by Bill Condon - Chicago, Screenplay by David Hare - The Hours"
"2003","Writing (Original Screenplay)","Written by Pedro Almodóvar - Talk to Her","Written by Todd Haynes - Far from Heaven, Screenplay by Jay Cocks and Steve Zaillian and Kenneth Lonergan; Story by Jay Cocks - Gangs of New York, Written by Nia Vardalos - My Big Fat Greek Wedding, Written by Carlos Cuarón and Alfonso Cuarón - Y Tu Mamá También"
"2004","Actor in a Leading Role","Sean Penn - Mystic River","Johnny Depp - Pirates of the Caribbean: The Curse of the Black Pearl, Ben Kingsley - House of Sand and Fog, Jude Law - Cold Mountain, Bill Murray - Lost in Translation"
"2004","Actor in a Supporting Role","Tim Robbins - Mystic River","Alec Baldwin - The Cooler, Benicio Del Toro - 21 Grams, Djimon Hounsou - In America, Ken Watanabe - The Last Samurai"
"2004","Actress in a Leading Role","Charlize Theron - Monster","Keisha Castle-Hughes - Whale Rider, Diane Keaton - Something's Gotta Give, Samantha Morton - In America, Naomi Watts - 21 Grams"
"2004","Actress in a Supporting Role","Renée Zellweger - Cold Mountain","Shohreh Aghdashloo - House of Sand and Fog, Patricia Clarkson - Pieces of April, Marcia Gay Harden - Mystic River, Holly Hunter - Thirteen"
"2004","Animated Feature Film","Andrew Stanton - Finding Nemo","Aaron Blaise and Robert Walker - Brother Bear, Sylvain Chomet - The Triplets of Belleville"
"2004","Art Direction","Art Direction: Grant Major; Set Decoration: Dan Hennah and Alan Lee - The Lord of the Rings: The Return of the King","Art Direction: Ben Van Os; Set Decoration: Cecile Heideman - Girl with a Pearl Earring, Art Direction: Lilly Kilvert; Set Decoration: Gretchen Rau - The Last Samurai, Art Direction: William Sandell; Set Decoration: Robert Gould - Master and Commander: The Far Side of the World, Art Direction: Jeannine Oppewall; Set Decoration: Leslie Pope - Seabiscuit"
"2004","Cinematography","Russell Boyd - Master and Commander: The Far Side of the World","Cesar Charlone - City of God, John Seale - Cold Mountain, Eduardo Serra - Girl with a Pearl Earring, John Schwartzman - Seabiscuit"
"2004","Costume Design","Ngila Dickson and Richard Taylor - The Lord of the Rings: The Return of the King","Dien van Straalen - Girl with a Pearl Earring, Ngila Dickson - The Last Samurai, Wendy Stites - Master and Commander: The Far Side of the World, Judianna Makovsky - Seabiscuit"
"2004","Directing","Peter Jackson - The Lord of the Rings: The Return of the King","Fernando Meirelles - City of God, Sofia Coppola - Lost in Translation, Peter Weir - Master and Commander: The Far Side of the World, Clint Eastwood - Mystic River"
"2004","Documentary (Feature)","Errol Morris and Michael Williams - The Fog of War","Carlos Bosch and Josep Maria Domenech - Balseros, Andrew Jarecki and Marc Smerling - Capturing the Friedmans, Nathaniel Kahn and Susan R. Behr - My Architect, Sam Green and Bill Siegel - The Weather Underground"
"2004","Documentary (Short Subject)","Maryann DeLeo - Chernobyl Heart","Sandy McLeod and Gini Reticker - Asylum, Katja Esson - Ferry Tales"
"2004","Film Editing","Jamie Selkirk - The Lord of the Rings: The Return of the King","Daniel Rezende - City of God, Walter Murch - Cold Mountain, Lee Smith - Master and Commander: The Far Side of the World, William Goldenberg - Seabiscuit"
"2004","Foreign Language Film","Canada - The Barbarian Invasions","Sweden - Evil, Japan - The Twilight Samurai, The Netherlands - Twin Sisters, Czech Republic - Zelary"
"2004","Makeup","Richard Taylor and Peter King - The Lord of the Rings: The Return of the King","Edouard Henriques III and Yolanda Toussieng - Master and Commander: The Far Side of the World, Ve Neill and Martin Samuel - Pirates of the Caribbean: The Curse of the Black Pearl"
"2004","Music (Original Score)","Howard Shore - The Lord of the Rings: The Return of the King","Danny Elfman - Big Fish, Gabriel Yared - Cold Mountain, Thomas Newman - Finding Nemo, James Horner - House of Sand and Fog"
"2004","Music (Original Song)","Into The West in ""The Lord of the Rings: The Return of the King"" Music and Lyric by Fran Walsh and Howard Shore and Annie Lennox - The Lord of the Rings: The Return of the King","Belleville Rendez-vous in ""The Triplets of Belleville"" - The Triplets of Belleville, A Kiss At The End Of The Rainbow in ""A Mighty Wind"" Music and Lyric by Michael McKean and Annette O'Toole - A Mighty Wind, Scarlet Tide in ""Cold Mountain"" Music and Lyric by T Bone Burnett and Elvis Costello - Cold Mountain, You Will Be My Ain True Love in ""Cold Mountain"" Music and Lyric by Sting - Cold Mountain"
"2004","Best Picture","Barrie M. Osborne, Peter Jackson and Fran Walsh, Producers - The Lord of the Rings: The Return of the King","Ross Katz and Sofia Coppola, Producers - Lost in Translation, Samuel Goldwyn, Jr., Peter Weir and Duncan Henderson, Producers - Master and Commander: The Far Side of the World, Robert Lorenz, Judie G. Hoyt and Clint Eastwood, Producers - Mystic River, Kathleen Kennedy, Frank Marshall and Gary Ross, Producers - Seabiscuit"
"2004","Short Film (Animated)","Adam Elliot - Harvie Krumpet","Bud Luckey - Boundin', Dominique Monfery and Roy Edward Disney - Destino, Carlos Saldanha and John C. Donkin - Gone Nutty, Chris Hinton - Nibbles"
"2004","Short Film (Live Action)","Aaron Schneider and Andrew J. Sacks - Two Soldiers","Florian Baxmeyer - Die Rote Jacke (The Red Jacket), Bobby Garabedian and William Zabka - Most (The Bridge), Lionel Bailliu - Squash, Stefan Arsenijevic - (A) Torzija [(A) Torsion]"
"2004","Sound Editing","Richard King - Master and Commander: The Far Side of the World","Gary Rydstrom and Michael Silvers - Finding Nemo, Christopher Boyes and George Watters II - Pirates of the Caribbean: The Curse of the Black Pearl"
"2004","Sound Mixing","Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek - The Lord of the Rings: The Return of the King","Andy Nelson, Anna Behlmer and Jeff Wexler - The Last Samurai, Paul Massey, D.M. Hemphill and Arthur Rochester - Master and Commander: The Far Side of the World, Christopher Boyes, David Parker, David Campbell and Lee Orloff - Pirates of the Caribbean: The Curse of the Black Pearl, Andy Nelson, Anna Behlmer and Tod A. Maitland - Seabiscuit"
"2004","Visual Effects","Jim Rygiel, Joe Letteri, Randall William Cook and Alex Funke - The Lord of the Rings: The Return of the King","Dan Sudick, Stefen Fangmeier, Nathan McGuinness and Robert Stromberg - Master and Commander: The Far Side of the World, John Knoll, Hal Hickel, Charles Gibson and Terry Frazee - Pirates of the Caribbean: The Curse of the Black Pearl"
"2004","Writing (Adapted Screenplay)","Screenplay by Fran Walsh, Philippa Boyens, & Peter Jackson - The Lord of the Rings: The Return of the King","Written by Robert Pulcini & Shari Springer Berman - American Splendor, Screenplay by Braulio Mantovani - City of God, Screenplay by Brian Helgeland - Mystic River, Written for the Screen by Gary Ross - Seabiscuit"
"2004","Writing (Original Screenplay)","Written by Sofia Coppola - Lost in Translation","Written by Denys Arcand - The Barbarian Invasions, Written by Steven Knight - Dirty Pretty Things, Screenplay by Andrew Stanton, Bob Peterson and David Reynolds; Original Story by Andrew Stanton - Finding Nemo, Written by Jim Sheridan, Naomi Sheridan, & Kirsten Sheridan - In America"
"2005","Actor in a Leading Role","Jamie Foxx - Ray","Don Cheadle - Hotel Rwanda, Johnny Depp - Finding Neverland, Leonardo DiCaprio - The Aviator, Clint Eastwood - Million Dollar Baby"
"2005","Actor in a Supporting Role","Morgan Freeman - Million Dollar Baby","Alan Alda - The Aviator, Thomas Haden Church - Sideways, Jamie Foxx - Collateral, Clive Owen - Closer"
"2005","Actress in a Leading Role","Hilary Swank - Million Dollar Baby","Annette Bening - Being Julia, Catalina Sandino Moreno - Maria Full of Grace, Imelda Staunton - Vera Drake, Kate Winslet - Eternal Sunshine of the Spotless Mind"
"2005","Actress in a Supporting Role","Cate Blanchett - The Aviator","Laura Linney - Kinsey, Virginia Madsen - Sideways, Sophie Okonedo - Hotel Rwanda, Natalie Portman - Closer"
"2005","Animated Feature Film","Brad Bird - The Incredibles","Bill Damaschke - Shark Tale, Andrew Adamson - Shrek 2"
"2005","Art Direction","Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo - The Aviator","Art Direction: Gemma Jackson; Set Decoration: Trisha Edwards - Finding Neverland, Art Direction: Rick Heinrichs; Set Decoration: Cheryl Carasik - Lemony Snicket's A Series of Unfortunate Events, Art Direction: Anthony Pratt; Set Decoration: Celia Bobak - The Phantom of the Opera, Art Direction: Aline Bonetto - A Very Long Engagement"
"2005","Cinematography","Robert Richardson - The Aviator","Zhao Xiaoding - House of Flying Daggers, Caleb Deschanel - The Passion of the Christ, John Mathieson - The Phantom of the Opera, Bruno Delbonnel - A Very Long Engagement"
"2005","Costume Design","Sandy Powell - The Aviator","Alexandra Byrne - Finding Neverland, Colleen Atwood - Lemony Snicket's A Series of Unfortunate Events, Sharen Davis - Ray, Bob Ringwood - Troy"
"2005","Directing","Clint Eastwood - Million Dollar Baby","Martin Scorsese - The Aviator, Taylor Hackford - Ray, Alexander Payne - Sideways, Mike Leigh - Vera Drake"
"2005","Documentary (Feature)","Ross Kauffman and Zana Briski - Born into Brothels","Luigi Falorni and Byambasuren Davaa - The Story of the Weeping Camel, Morgan Spurlock - Super Size Me, Lauren Lazin and Karolyn Ali - Tupac: Resurrection, Kirby Dick and Eddie Schmidt - Twist of Faith"
"2005","Documentary (Short Subject)","Robert Hudson and Bobby Houston - Mighty Times: The Children's March","Gerardine Wurzburg - Autism Is a World, Hanna Polak and Andrzej Celinski - The Children of Leningradsky, Hubert Davis and Erin Faith Young - Hardwood, Oren Jacoby and Steve Kalafer - Sister Rose's Passion"
"2005","Film Editing","Thelma Schoonmaker - The Aviator","Jim Miller and Paul Rubell - Collateral, Matt Chesse - Finding Neverland, Joel Cox - Million Dollar Baby, Paul Hirsch - Ray"
"2005","Foreign Language Film","Spain - The Sea Inside","Sweden - As It Is in Heaven, France - The Chorus (Les Choristes), Germany - Downfall, South Africa - Yesterday"
"2005","Jean Hersholt Humanitarian Award","Roger Mayer",""
"2005","Makeup","Valli O'Reilly and Bill Corso - Lemony Snicket's A Series of Unfortunate Events","Keith Vanderlaan and Christien Tinsley - The Passion of the Christ, The Sea Inside - The Sea Inside"
"2005","Music (Original Score)","Jan A.P. Kaczmarek - Finding Neverland","John Williams - Harry Potter and the Prisoner of Azkaban, Thomas Newman - Lemony Snicket's A Series of Unfortunate Events, John Debney - The Passion of the Christ, James Newton Howard - The Village"
"2005","Music (Original Song)","Music and Lyric by Jorge Drexler - The Motorcycle Diaries","Accidentally In Love in ""Shrek 2"" Music by Adam Duritz, Charles Gillingham, Jim Bogios, David Immergluck, Matthew Malley and David Bryson; Lyric by Adam Duritz and Daniel Vickrey - Shrek 2, Believe in ""The Polar Express"" Music and Lyric by Glen Ballard and Alan Silvestri - The Polar Express, Learn To Be Lonely in ""The Phantom of the Opera"" Music by Andrew Lloyd Webber; Lyric by Charles Hart - The Phantom of the Opera, Look To Your Path (Vois Sur Ton Chemin) in ""The Chorus (Les Choristes)"" Music by Bruno Coulais; Lyric by Christophe Barratier - The Chorus (Les Choristes)"
"2005","Best Picture","Clint Eastwood, Albert S. Ruddy and Tom Rosenberg, Producers - Million Dollar Baby","Michael Mann and Graham King, Producers - The Aviator, Richard N. Gladstein and Nellie Bellflower, Producers - Finding Neverland, Taylor Hackford, Stuart Benjamin and Howard Baldwin, Producers - Ray, Michael London, Producer - Sideways"
